District,State,Total,19&over,17-18,15-16,13-14,12-Nov,10-Sep,8-Jul,6&under,YearSpan,Year,state_id
Mid‐American,W PA,"13,340","2,937","1,148","1,502","1,649","1,759","1,716","1,476","1,153",21-22,2022,42
Mid‐American,W PA,12200,2463,1056,1457,1622,1700,1653,1368,881,20-21,2021,42
Mid‐American,W PA,14469,3539,1058,1554,1718,1702,1890,1724,1284,19-20,2020,42
Mid-American,W PA,"15,201","3,686","1,077","1,524","1,688","1,753","1,910","1,945","1,618",18-19,2019,42
Mid-American,W PA,"15,018","3,591","1,080","1,467","1,798","1,742","1,709","1,963","1,668",17-18,2018,42
Mid-American,W PA,"14,600","3,728","1,116","1,508","1,686","1,698","1,646","1,666","1,552",16-17,2017,42
Mid-American,W PA,"13,869","3,016","1,043","1,527","1,655","1,804","1,689","1,620","1,515",15-16,2016,42
Mid-American,W PA,"12,945","2,168",946,"1,467","1,667","1,712","1,714","1,750","1,521",14-15,2015,42
Mid-American,W PA,"12,862","2,043","1,038","1,391","1,627","1,680","1,773","1,745","1,565",13-14,2014,42
Mid-American,W PA,"13,060","2,095","1,163","1,405","1,604","1,750","1,664","1,735","1,644",13-Dec,2013,42
Mid-American,W PA,"12,757","2,013","1,100","1,377","1,542","1,720","1,659","1,758","1,588",12-Nov,2012,42
Mid-American,W PA,"12,311","1,928","1,054","1,468","1,367","1,559","1,570","1,552","1,813",11-Oct,2011,42
Mid-American,W PA,"10,866","1,676","1,057","1,372","1,346","1,347","1,371","1,273","1,424",10-Sep,2010,42
Mid-American,W PA,"9,512","1,447","1,041","1,282","1,382","1,183","1,156","1,081",940,9-Aug,2009,42
Mid-American,W PA,"8,986",1589,"1,087","1,311","1,206","1,140","1,017",893,743,8-Jul,2008,42
Mid-American,W PA,"8,692",1351,"1,373","1,346","1,225","1,120",910,735,632,7-Jun,2007,42
Pacific,WA,"12,282","6,639",382,647,790,"1,008","1,122",987,707,23-24,2024,53
Pacific,WA,"11,876","6,377",369,586,743,916,"1,076","1,035",774,22-23,2023,53
Pacific,WA,"11,403","6,028",394,541,746,848,"1,054",956,836,21-22,2022,53
Pacific,WA,6793,2709,326,461,630,705,733,695,534,20-21,2021,53
Pacific,WA,10941,5959,383,500,636,858,873,897,835,19-20,2020,53
Pacific,WA,"10,065","5,297",331,497,600,757,856,834,893,18-19,2019,53
Pacific,WA,"9,883","5,313",338,506,594,685,854,761,832,17-18,2018,53
Pacific,WA,"9,248","4,898",326,485,598,655,766,756,764,16-17,2017,53
Pacific,WA,"9,015","4,828",356,460,575,648,703,741,704,15-16,2016,53
Pacific,WA,"8,594","4,695",344,424,568,618,646,653,646,14-15,2015,53
Pacific,WA,"8,369","4,662",335,417,511,604,619,534,687,13-14,2014,53
Pacific,WA,"7,911","4,376",336,403,464,611,623,538,560,13-Dec,2013,53
Pacific,WA,"7,786","4,223",387,388,504,575,603,566,540,12-Nov,2012,53
Pacific,WA,"7,981","4,420",410,444,482,537,591,552,545,11-Oct,2011,53
Pacific,WA,"7,615","4,107",383,479,528,560,548,512,498,10-Sep,2010,53
Pacific,WA,"7,342","3,939",353,513,542,544,510,503,438,9-Aug,2009,53
Pacific,WA,"7,462",3940,395,477,581,579,554,488,448,8-Jul,2008,53
Pacific,WA,"7,255",3724,382,446,570,616,585,504,428,7-Jun,2007,53
Central,WI,"21,346","4,010",746,"1,189","2,477","2,921","2,975","3,285","3,743",23-24,2024,55
Central,WI,"21,206","4,011",753,"1,215","2,443","2,888","2,993","3,166","3,737",22-23,2023,55
Central,WI,"20,975","3,901",780,"1,113","2,370","2,826","3,024","2,992","3,969",21-22,2022,55
Central,WI,18247,2854,790,1280,2262,2657,2803,2575,3026,20-21,2021,55
Central,WI,20069,4227,701,1035,2159,2633,2869,2820,3625,19-20,2020,55
Central,WI,"20,238","4,395",722,"1,063","2,174","2,594","2,867","2,858","3,565",18-19,2019,55
Central,WI,"19,836","4,396",712,"1,036","2,097","2,533","2,745","2,803","3,514",17-18,2018,55
Central,WI,"19,294","4,217",692,989,"2,044","2,565","2,657","2,730","3,400",16-17,2017,55
Central,WI,"18,529","4,031",638,967,"2,080","2,433","2,588","2,613","3,179",15-16,2016,55
Central,WI,"17,917","3,843",680,901,"2,074","2,384","2,557","2,440","3,038",14-15,2015,55
Central,WI,"17,762","3,711",720,959,"2,128","2,419","2,493","2,432","2,900",13-14,2014,55
Central,WI,"17,538","3,395",740,"1,031","2,099","2,483","2,494","2,532","2,764",13-Dec,2013,55
Central,WI,"17,946","3,423",783,"1,035","2,144","2,529","2,554","2,485","2,993",12-Nov,2012,55
Central,WI,"18,245","3,665",820,"1,118","2,189","2,501","2,600","2,427","2,925",11-Oct,2011,55
Central,WI,"17,697","3,339",928,"1,186","2,202","2,485","2,553","2,338","2,666",10-Sep,2010,55
Central,WI,"17,556","3,054",932,"1,235","2,255","2,562","2,573","2,349","2,596",9-Aug,2009,55
Central,WI,"17,701",2652,897,"1,406","2,383","2,562","2,628","2,525","2,648",8-Jul,2008,55
Central,WI,"18,065",2482,908,"1,445","2,396","2,671","2,741","2,569","2,853",7-Jun,2007,55
Mid-American,WV,"1,025",274,66,91,115,128,117,95,139,23-24,2024,54
Mid‐American,WV,994,295,77,75,111,127,126,96,87,22-23,2023,54
Mid‐American,WV,980,265,64,92,101,111,134,108,105,21-22,2022,54
Mid‐American,WV,771,136,67,89,89,108,101,102,79,20-21,2021,54
Mid‐American,WV,1010,252,62,86,114,107,122,115,152,19-20,2020,54
Mid-American,WV,"1,205",288,49,84,112,125,146,161,240,18-19,2019,54
Mid-American,WV,"1,203",341,47,75,97,147,148,152,196,17-18,2018,54
Mid-American,WV,"1,152",336,50,68,89,122,140,152,195,16-17,2017,54
Mid-American,WV,"1,134",349,54,63,102,97,157,142,170,15-16,2016,54
Mid-American,WV,"1,159",341,69,60,89,116,132,144,208,14-15,2015,54
Mid-American,WV,"1,147",375,63,66,81,115,109,143,195,13-14,2014,54
Mid-American,WV,"1,149",342,66,82,79,98,137,142,203,13-Dec,2013,54
Mid-American,WV,"1,112",356,62,81,76,86,127,117,207,12-Nov,2012,54
Mid-American,WV,"1,159",380,67,79,92,86,106,139,210,11-Oct,2011,54
Mid-American,WV,"1,060",308,76,82,90,84,102,139,179,10-Sep,2010,54
Mid-American,WV,"1,059",302,76,94,91,91,106,110,189,9-Aug,2009,54
Mid-American,WV,996,252,82,84,102,98,105,104,169,8-Jul,2008,54
Mid-American,WV,"1,027",265,84,93,108,105,106,113,153,7-Jun,2007,54
Northern Plains,WY,"2,097",340,135,233,262,283,275,295,274,23-24,2024,56
Northern Plains,WY,"2,152",375,126,219,281,288,278,298,287,22-23,2023,56
Northern Plains,WY,"2,195",420,125,198,285,286,305,287,289,21-22,2022,56
Northern Plains,WY,1902,278,112,172,262,283,292,267,236,20-21,2021,56
Northern Plains,WY,2147,458,129,172,245,296,303,295,249,19-20,2020,56
Northern Plains,WY,"2,124",515,128,182,196,270,300,276,257,18-19,2019,56
Northern Plains,WY,"2,188",512,121,179,212,263,301,296,304,17-18,2018,56
Northern Plains,WY,"2,180",533,116,177,213,228,270,315,328,16-17,2017,56
Northern Plains,WY,"2,055",522,135,159,200,229,257,251,302,15-16,2016,56
Northern Plains,WY,"2,080",558,139,165,205,245,247,269,252,14-15,2015,56
Northern Plains,WY,"1,925",537,133,170,178,214,228,241,224,13-14,2014,56
Northern Plains,WY,"1,980",546,131,164,179,218,233,230,279,13-Dec,2013,56
Northern Plains,WY,"1,958",546,123,151,202,191,231,235,279,12-Nov,2012,56
Northern Plains,WY,"1,850",536,117,144,181,188,223,242,219,11-Oct,2011,56
Northern Plains,WY,"1,810",563,116,146,146,193,210,232,204,10-Sep,2010,56
Northern Plains,WY,"1,801",509,109,153,181,201,203,208,237,9-Aug,2009,56
Northern Plains,WY,"1,702",343,111,158,197,203,250,203,237,8-Jul,2008,56
Rocky Mountain,WY,"1,555",301,129,159,188,208,210,192,168,7-Jun,2007,56
Canada,,"2,312","1,070",623,398,119,35,29,17,21,23-24,2024,
Total,,"564,468","174,648","31,082","47,166","59,762","63,726","66,011","63,268","58,805",23-24,2024,
Total,,"556,186","168,276","30,895","46,836","59,141","63,490","65,415","63,313","58,820",22-23,2023,
Total,,"547,429","163,584","30,950","45,759","58,805","62,893","65,340","60,471","59,627",21-22,2022,
Total,,453826,110595,28502,44943,56571,59390,58455,50289,45081,20-21,2021,
Total,,561700,178048,29309,45033,58109,63535,65806,61209,60651,19-20,2020,
Total,,"567,908","181,765","29,383","44,506","58,487","63,630","66,100","62,179","61,858",18-19,2019,
Total,,"562,145","179,631","28,962","43,994","59,106","62,960","64,530","61,660","61,302",17-18,2018,
Total,,"555,175","180,400","29,223","43,933","58,666","63,635","62,845","58,426","58,047",16-17,2017,
Total,,"542,583","178,094","28,979","43,302","57,893","63,963","61,918","55,185","53,249",15-16,2016,
Total,,"533,172","174,428","28,502","42,333","57,185","62,928","61,871","53,779","52,146",14-15,2015,
Total,,"519,417","167,527","28,384","41,022","56,233","61,056","61,234","52,551","51,410",13-14,2014,
Total,,"510,279","160,618","28,961","41,208","55,096","60,987","60,453","53,521","49,435",13-Dec,2013,
Total,,"511,178","155,756","29,391","41,849","54,967","61,350","60,381","55,473","52,011",12-Nov,2012,
Total,,"500,579","149,694","30,093","43,057","54,642","59,022","58,580","53,205","52,286",11-Oct,2011,
Total,,"474,592","134,982","30,490","43,355","55,229","57,871","56,456","49,369","46,840",10-Sep,2010,
Total,,"465,975","126,695","30,006","44,470","57,362","58,813","56,173","49,141","43,315",9-Aug,2009,
Total,,"468,202",123167,"30,458","46,620","58,878","60,392","57,148","49,491","42,048",8-Jul,2008,
Total,,"457,038",109359,"29,523","46,333","60,015","62,130","57,946","49,843","41,889",7-Jun,2007,
